dataset,mix_id,mix_code,scm_primary_type,cement_kg_m3,binder_content_kg_m3,scm_replacement_pct,w_c_ratio,w_b_ratio,water_kg_m3,compressive_strength_28d_mpa,total_coarse_agg_kg_m3,total_fine_agg_kg_m3,total_agg_kg_m3,fine_to_coarse_ratio,binder_to_aggregate_ratio
DS5,13330.0,DS5-900,GGBS,122,349,65.0429799426934,,,164,35.526,0,0,0,,
DS5,13331.0,DS5-901,None,273,273,0.0,,,152,35.284,0,0,0,,
DS5,13332.0,DS5-902,None,287,287,0.0,,,160,34.435,0,0,0,,
DS5,13333.0,DS5-903,GGBS,209,279,25.089605734767026,,,155,32.738,0,0,0,,
DS5,13334.0,DS5-904,GGBS,218,291,25.085910652920962,,,162,34.799,0,0,0,,
DS5,13335.0,DS5-905,GGBS,154,280,45.0,,,155,32.859,0,0,0,,
DS5,13336.0,DS5-906,GGBS,152,277,45.12635379061372,,,154,31.768,0,0,0,,
DS5,13337.0,DS5-907,GGBS,102,291,64.94845360824742,,,162,31.768,0,0,0,,
DS5,13338.0,DS5-908,GGBS,101,288,64.93055555555556,,,161,28.736,0,0,0,,
DS5,13339.0,DS5-909,None,234,234,0.0,,,152,31.161,0,0,0,,
DS5,13340.0,DS5-910,GGBS,176,235,25.106382978723403,,,152,28.979,0,0,0,,
DS5,13341.0,DS5-911,GGBS,129,234,44.87179487179487,,,152,25.826,0,0,0,,
DS5,13342.0,DS5-912,GGBS,83,236,64.83050847457628,,,153,24.371,0,0,0,,
DS5,13343.0,DS5-913,None,254,254,0.0,,,193,24.129,0,0,0,,
DS5,13344.0,DS5-914,GGBS,177.8,254.0,30.0,,,193,28.979,0,0,0,,
DS5,13345.0,DS5-915,GGBS,152.4,254.0,40.0,,,193,31.161,0,0,0,,
DS5,13346.0,DS5-916,GGBS,127,254,50.0,,,193,29.828,0,0,0,,
DS5,13347.0,DS5-917,None,306,306,0.0,,,193,36.496,0,0,0,,
DS5,13348.0,DS5-918,GGBS,214.2,306.0,30.0,,,193,40.861,0,0,0,,
DS5,13349.0,DS5-919,GGBS,183.6,306.0,40.0,,,193,39.77,0,0,0,,
DS5,13350.0,DS5-920,GGBS,153,306,50.0,,,193,40.134,0,0,0,,
DS5,13351.0,DS5-921,None,351,351,0.0,,,193,44.135,0,0,0,,
DS5,13352.0,DS5-922,GGBS,245.7,351.0,30.0,,,193,49.834,0,0,0,,
DS5,13353.0,DS5-923,GGBS,210.6,351.0,40.0,,,193,49.591,0,0,0,,
DS6,23583.0,25,None,400,400,0.0,0.52,,208.00,39.8,1303,0,1303,0.0,0.3069838833461243
DS5,13354.0,DS5-924,GGBS,175.5,351.0,50.0,,,193,51.41,0,0,0,,
DS5,13355.0,DS5-925,None,439,439,0.0,,,193,50.44,0,0,0,,
DS5,13356.0,DS5-926,GGBS,307.3,439.0,30.0,,,193,56.988,0,0,0,,
DS5,13357.0,DS5-927,GGBS,263.4,439.0,40.0,,,193,56.018,0,0,0,,
DS5,13358.0,DS5-928,GGBS,219.5,439.0,50.0,,,193,53.956,0,0,0,,
DS5,13359.0,DS5-929,None,437,437,0.0,,,187.9,60.14,0,0,0,,
DS5,13360.0,DS5-930,GGBS,305.9,437.0,30.0,,,187.9,60.625,0,0,0,,
DS5,13361.0,DS5-931,GGBS,218.5,437.0,50.0,,,187.9,65.475,0,0,0,,
DS5,13362.0,DS5-932,GGBS,131.1,437.0,70.0,,,187.9,60.625,0,0,0,,
DS5,13363.0,DS5-933,GGBS,305.9,437.0,30.0,,,187.9,62.08,0,0,0,,
DS5,13364.0,DS5-934,GGBS,218.5,437.0,50.0,,,187.9,60.625,0,0,0,,
DS5,13365.0,DS5-935,GGBS,131.1,437.0,70.0,,,187.9,53.35,0,0,0,,
DS5,13366.0,DS5-936,GGBS,218.5,437.0,50.0,,,187.9,61.11,0,0,0,,
DS5,13367.0,DS5-937,GGBS,131.1,437.0,70.0,,,187.9,52.38,0,0,0,,
DS5,13368.0,DS5-938,GGBS,218.5,437.0,50.0,,,187.9,61.692,0,0,0,,
DS5,13369.0,DS5-939,GGBS,131.1,437.0,70.0,,,187.9,54.32,0,0,0,,
DS5,13370.0,DS5-940,None,437,437,0.0,,,187.9,62.201,0,0,0,,
DS5,13371.0,DS5-941,GGBS,305.9,437.0,30.0,,,187.9,62.662,0,0,0,,
DS5,13372.0,DS5-942,GGBS,218.5,437.0,50.0,,,187.9,63.123,0,0,0,,
DS5,13373.0,DS5-943,GGBS,131.1,437.0,70.0,,,187.9,57.594,0,0,0,,
DS5,13374.0,DS5-944,GGBS,305.9,437.0,30.0,,,187.9,65.427,0,0,0,,
DS5,13375.0,DS5-945,GGBS,218.5,437.0,50.0,,,187.9,64.044,0,0,0,,
DS5,13376.0,DS5-946,GGBS,131.1,437.0,70.0,,,187.9,54.369,0,0,0,,
DS5,13377.0,DS5-947,GGBS,218.5,437.0,50.0,,,187.9,63.123,0,0,0,,
DS5,13378.0,DS5-948,GGBS,131.1,437.0,70.0,,,187.9,52.986,0,0,0,,
DS5,13379.0,DS5-949,GGBS,218.5,437.0,50.0,,,187.9,63.123,0,0,0,,
DS5,13380.0,DS5-950,GGBS,131.1,437.0,70.0,,,187.9,53.447,0,0,0,,
DS5,13381.0,DS5-951,Fly Ash,170.8658718,462.3658718,63.04531060330738,,,180.9168054,33.635,0,0,0,,
DS5,13382.0,DS5-952,Fly Ash,142.5325151,386.8325151,63.15394659542672,,,183.2560909,21.476,0,0,0,,
DS5,13383.0,DS5-953,Fly Ash,122.1468685,330.8468685,63.080542652922226,,,183.2203027,14.351,0,0,0,,
DS5,13384.0,DS5-954,None,461.1,461.1,0.0,,,138.3,98.9,0,0,0,,
DS5,13385.0,DS5-955,None,344.8,344.8,0.0,,,137.9,81.512,0,0,0,,
DS5,13386.0,DS5-956,None,276.8,276.8,0.0,,,138.4,73.692,0,0,0,,
DS5,13387.0,DS5-957,GGBS,272.65,545.30,50.0,,,139.1,105.064,0,0,0,,
DS5,13388.0,DS5-958,GGBS,205.1,410.2,50.0,,,139.5,88.78,0,0,0,,
DS5,13389.0,DS5-959,GGBS,163.2,326.4,50.0,,,138.7,69.552,0,0,0,,
DS5,13390.0,DS5-961,Fly Ash,310,360,13.88888888888889,,,162,50.416,0,0,0,,
DS5,13391.0,DS5-962,Fly Ash,330,360,8.333333333333334,,,168,51.336,0,0,0,,
DS5,13392.0,DS5-963,None,382,382,0.0,,,152.8,50.125,0,0,0,,
DS5,13393.0,DS5-964,Fly Ash,263,376,30.0531914893617,,,150.4,42.125,0,0,0,,
DS5,13394.0,DS5-965,Fly Ash,263,394,33.24873096446701,,,150.4,50.5,0,0,0,,
DS5,13395.0,DS5-966,Fly Ash,265,417,36.45083932853717,,,151.2,58.5,0,0,0,,
DS5,13396.0,DS5-967,Fly Ash,263,432,39.120370370370374,,,150.4,61.25,0,0,0,,
DS5,13397.0,DS5-968,Fly Ash,262,450,41.77777777777778,,,150,66.25,0,0,0,,
DS5,13398.0,DS5-969,None,299,299,0.0,,,149.5,40,0,0,0,,
DS5,13399.0,DS5-970,Fly Ash,211,302,30.132450331125828,,,151,32.875,0,0,0,,
DS5,13400.0,DS5-971,Fly Ash,209,314,33.439490445859875,,,149.5,38.25,0,0,0,,
DS5,13401.0,DS5-972,Fly Ash,209,329,36.474164133738604,,,149.5,47,0,0,0,,
DS6,23584.0,25,None,400,400,0.0,0.52,,208.00,37.4,1303,0,1303,0.0,0.3069838833461243
DS5,13402.0,DS5-973,Fly Ash,206,339,39.233038348082594,,,147,51.875,0,0,0,,
DS5,13403.0,DS5-974,Fly Ash,208,358,41.899441340782126,,,149,58.125,0,0,0,,
DS6,23585.0,25,None,400,400,0.0,0.52,,208.00,36.8,1303,0,1303,0.0,0.3069838833461243
DS5,13404.0,DS5-975,None,243,243,0.0,,,145.8,29.375,0,0,0,,
DS5,13405.0,DS5-976,Fly Ash,171,245,30.20408163265306,,,147,23.125,0,0,0,,
DS6,23586.0,25,None,400,400,0.0,0.52,,208.00,34.95,1303,0,1303,0.0,0.3069838833461243
DS5,13406.0,DS5-977,Fly Ash,172,259,33.59073359073359,,,147.6,33.75,0,0,0,,
DS5,13407.0,DS5-978,Fly Ash,171,269,36.43122676579926,,,147,38.75,0,0,0,,
DS6,23587.0,25,None,486,486,0.0,0.44,,213.84,47.98,1256,0,1256,0.0,0.3869426751592357
DS5,13408.0,DS5-979,Fly Ash,172,283,39.2226148409894,,,147.6,42.875,0,0,0,,
DS6,23588.0,25,None,486,486,0.0,0.44,,213.84,45.2,1255,0,1255,0.0,0.38725099601593627
DS6,23589.0,25,None,486,486,0.0,0.44,,213.84,44.26,1255,0,1255,0.0,0.38725099601593627
DS6,23590.0,25,None,486,486,0.0,0.44,,213.84,39.42,1255,0,1255,0.0,0.38725099601593627
DS6,23591.0,25,None,453,453,0.0,0.47,,212.91,45.42,1274,0,1274,0.0,0.3555729984301413
DS6,23592.0,25,None,453,453,0.0,0.47,,212.91,43.88,1273,0,1273,0.0,0.3558523173605656
DS6,23593.0,25,None,453,453,0.0,0.47,,212.91,43.4,1273,0,1273,0.0,0.3558523173605656
DS6,23594.0,25,None,453,453,0.0,0.47,,212.91,41.45,1283,0,1283,0.0,0.35307872174590804
DS6,23595.0,25,None,426,426,0.0,0.49,,208.74,41.42,1291,0,1291,0.0,0.32997676219984506
DS6,23596.0,25,None,426,426,0.0,0.49,,208.74,40.68,1291,0,1291,0.0,0.32997676219984506
DS6,23597.0,25,None,426,426,0.0,0.49,,208.74,38.85,1291,0,1291,0.0,0.32997676219984506
DS6,23598.0,25,None,426,426,0.0,0.49,,208.74,36.78,1291,0,1291,0.0,0.32997676219984506
DS6,23599.0,25,None,400,400,0.0,0.52,,208.00,39.64,1303,0,1303,0.0,0.3069838833461243
DS6,23600.0,25,None,400,400,0.0,0.52,,208.00,36.28,1303,0,1303,0.0,0.3069838833461243
DS6,23601.0,25,None,400,400,0.0,0.52,,208.00,35.8,1303,0,1303,0.0,0.3069838833461243
DS6,23602.0,25,None,400,400,0.0,0.52,,208.00,34.78,1303,0,1303,0.0,0.3069838833461243
DS6,23603.0,26,None,275,275,0.0,0.65,,178.75,47.8,978,0,978,0.0,0.28118609406952966
DS6,23604.0,26,None,275,275,0.0,0.65,,178.75,49.3,919,0,919,0.0,0.2992383025027203
DS6,23605.0,26,None,275,275,0.0,0.65,,178.75,47.5,910,0,910,0.0,0.3021978021978022
DS6,23606.0,26,None,275,275,0.0,0.65,,178.75,53.7,830,0,830,0.0,0.3313253012048193
DS6,23607.0,26,None,380,380,0.0,0.5,,190.0,62,1004,0,1004,0.0,0.3784860557768924
DS6,23608.0,26,None,380,380,0.0,0.5,,190.0,64.8,946,0,946,0.0,0.40169133192389006
DS6,23609.0,26,None,380,380,0.0,0.5,,190.0,63.5,942,0,942,0.0,0.4033970276008493
DS6,23610.0,26,None,380,380,0.0,0.5,,190.0,65.1,874,0,874,0.0,0.43478260869565216
DS6,23611.0,26,None,275,275,0.0,0.65,,178.75,62,1003,0,1003,0.0,0.2741774675972084
DS6,23612.0,26,None,275,275,0.0,0.65,,178.75,64.8,925,0,925,0.0,0.2972972972972973
DS6,23613.0,26,None,275,275,0.0,0.65,,178.75,63.5,816,0,816,0.0,0.33700980392156865
DS6,23614.0,26,None,275,275,0.0,0.65,,178.75,65.1,640,0,640,0.0,0.4296875
DS6,23615.0,26,None,380,380,0.0,0.5,,190.0,57.3,1032,0,1032,0.0,0.3682170542635659
DS6,23616.0,26,None,380,380,0.0,0.5,,190.0,54.9,959,0,959,0.0,0.3962460896767466
DS6,23617.0,26,None,380,380,0.0,0.5,,190.0,51.5,853,0,853,0.0,0.4454865181711606
DS6,23618.0,26,None,380,380,0.0,0.5,,190.0,50.3,683,0,683,0.0,0.5563689604685212
DS6,23619.0,26,None,325,325,0.0,0.55,,178.75,60.1,1009,0,1009,0.0,0.32210109018830524
DS6,23620.0,26,None,325,325,0.0,0.55,,178.75,56.5,1049,0,1049,0.0,0.3098188751191611
DS5,13409.0,DS5-980,Fly Ash,172,295,41.69491525423729,,,147.6,45.75,0,0,0,,
DS5,13410.0,DS5-981,None,211,211,0.0,,,147.7,24.125,0,0,0,,
DS5,13411.0,DS5-982,Fly Ash,150,214,29.906542056074766,,,149.8,16.625,0,0,0,,
DS6,23621.0,26,None,325,325,0.0,0.55,,178.75,48.9,980,0,980,0.0,0.33163265306122447
DS5,13412.0,DS5-983,Fly Ash,149,223,33.18385650224215,,,148.4,25.5,0,0,0,,
DS5,13413.0,DS5-984,Fly Ash,148,232,36.206896551724135,,,147.7,30.375,0,0,0,,
DS6,23622.0,26,None,325,325,0.0,0.55,,178.75,43.1,923,0,923,0.0,0.352112676056338
DS5,13414.0,DS5-985,Fly Ash,149,244,38.9344262295082,,,148.4,34.375,0,0,0,,
DS5,13415.0,DS5-986,Fly Ash,149,255,41.568627450980394,,,148.4,40.5,0,0,0,,
DS6,23623.0,26,None,385,385,0.0,0.45,,173.25,72.9,1039,0,1039,0.0,0.37054860442733395
DS5,13416.0,DS5-987,None,185,185,0.0,,,148,19.625,0,0,0,,
DS5,13417.0,DS5-988,Fly Ash,130,186,30.107526881720432,,,148.8,12.625,0,0,0,,
DS6,23624.0,26,None,385,385,0.0,0.45,,173.25,67.4,1115,0,1115,0.0,0.3452914798206278
DS6,23625.0,26,None,385,385,0.0,0.45,,173.25,61.2,1030,0,1030,0.0,0.3737864077669903
DS6,23626.0,26,None,385,385,0.0,0.45,,173.25,53.7,963,0,963,0.0,0.39979231568016615
DS6,23627.0,27,Fly Ash,315,450,30.0,0.44,,138.60,37.2,745,0,745,0.0,0.6040268456375839
DS6,23628.0,27,Fly Ash,315,450,30.0,0.48,,151.20,42.2,720,0,720,0.0,0.625
DS6,23629.0,27,Fly Ash,315,450,30.0,0.53,,166.95,52.3,694,0,694,0.0,0.6484149855907781
DS6,23630.0,27,Fly Ash,315,450,30.0,0.44,,138.60,37.7,745,0,745,0.0,0.6040268456375839
DS6,23631.0,27,Fly Ash,315,450,30.0,0.48,,151.20,44,720,0,720,0.0,0.625
DS6,23632.0,27,Fly Ash,315,450,30.0,0.53,,166.95,54.7,694,0,694,0.0,0.6484149855907781
DS6,23633.0,27,Fly Ash,315,450,30.0,0.44,,138.60,38.2,745,0,745,0.0,0.6040268456375839
DS6,23634.0,27,Fly Ash,315,450,30.0,0.49,,154.35,44.3,720,0,720,0.0,0.625
DS6,23635.0,27,Fly Ash,315,450,30.0,0.54,,170.10,57.2,694,0,694,0.0,0.6484149855907781
DS6,23636.0,27,Fly Ash,315,450,30.0,0.44,,138.60,35.8,745,0,745,0.0,0.6040268456375839
DS6,23637.0,27,Fly Ash,315,450,30.0,0.49,,154.35,40.9,720,0,720,0.0,0.625
DS6,23638.0,27,Fly Ash,315,450,30.0,0.54,,170.10,51.1,694,0,694,0.0,0.6484149855907781
DS6,23639.0,28,Fly Ash,350,450,22.22222222222222,0.33,,115.50,56.875,986,0,986,0.0,0.4563894523326572
DS6,23640.0,28,Fly Ash,350,450,22.22222222222222,0.35,,122.50,56.5625,966,0,966,0.0,0.4658385093167702
DS6,23641.0,28,Fly Ash,350,450,22.22222222222222,0.38,,133.00,56.4062,947,0,947,0.0,0.4751847940865892
DS6,23642.0,28,Fly Ash,350,450,22.22222222222222,0.41,,143.50,55.625,927,0,927,0.0,0.4854368932038835
DS6,23643.0,28,Fly Ash,350,450,22.22222222222222,0.33,,115.50,54.0625,1002,0,1002,0.0,0.4491017964071856
DS6,23644.0,28,Fly Ash,350,450,22.22222222222222,0.35,,122.50,53.125,982,0,982,0.0,0.45824847250509165
DS6,23645.0,28,Fly Ash,350,450,22.22222222222222,0.38,,133.00,52.6562,963,0,963,0.0,0.4672897196261682
DS6,23646.0,28,Fly Ash,350,450,22.22222222222222,0.41,,143.50,51.7188,943,0,943,0.0,0.47720042417815484
DS6,23647.0,29,None,400,400,0.0,0.51,,204.00,46.1,1468,0,1468,0.0,0.2724795640326976
DS6,23648.0,29,Fly Ash,300,500,40.0,0.41,,123.00,40.4,1367,0,1367,0.0,0.365764447695684
DS6,23649.0,29,Fly Ash,300,500,40.0,0.38,,114.00,47.7,1327,0,1327,0.0,0.37678975131876413
DS6,23650.0,29,Fly Ash,300,500,40.0,0.38,,114.00,49.2,1330,0,1330,0.0,0.37593984962406013
DS6,23651.0,29,None,400,400,0.0,0.51,,204.00,44.4,1073,0,1073,0.0,0.3727865796831314
DS6,23652.0,29,Fly Ash,300,500,40.0,0.41,,123.00,39.1,999,0,999,0.0,0.5005005005005005
DS6,23653.0,29,Fly Ash,300,500,40.0,0.38,,114.00,43.7,970,0,970,0.0,0.5154639175257731
DS6,23654.0,29,Fly Ash,300,500,40.0,0.38,,114.00,52.5,973,0,973,0.0,0.513874614594039
DS6,23655.0,30,None,530,530,0.0,0.36,,190.80,53.71,1240,0,1240,0.0,0.4274193548387097
DS6,23656.0,30,GGBS,424,530,20.0,0.36,,152.64,43.35,1240,0,1240,0.0,0.4274193548387097
DS6,23657.0,30,GGBS,371,530,30.0,0.36,,133.56,40.4,1240,0,1240,0.0,0.4274193548387097
DS6,23658.0,30,GGBS,318,530,40.0,0.36,,114.48,38.4,1240,0,1240,0.0,0.4274193548387097
DS6,23659.0,30,GGBS,265,530,50.0,0.36,,95.40,36.1,1240,0,1240,0.0,0.4274193548387097
DS6,23660.0,30,None,530,530,0.0,0.36,,190.80,42.79,1240,0,1240,0.0,0.4274193548387097
DS6,23661.0,30,GGBS,424,530,20.0,0.36,,152.64,39.2,1240,0,1240,0.0,0.4274193548387097
DS5,13418.0,DS5-989,Fly Ash,131,197,33.50253807106599,,,149.6,20.75,0,0,0,,
DS5,13419.0,DS5-990,Fly Ash,131,205,36.09756097560975,,,149.6,24.5,0,0,0,,
DS6,23662.0,30,GGBS,371,530,30.0,0.36,,133.56,35.4,1240,0,1240,0.0,0.4274193548387097
DS5,13420.0,DS5-991,Fly Ash,130,213,38.967136150234744,,,148,27.125,0,0,0,,
DS5,13421.0,DS5-992,Fly Ash,130,223,41.70403587443946,,,148.8,28.5,0,0,0,,
DS6,23663.0,30,GGBS,318,530,40.0,0.36,,114.48,34.8,1240,0,1240,0.0,0.4274193548387097
DS5,13422.0,DS5-993,None,244,244,0.0,,,146.4,25.948,0,0,0,,
DS5,13423.0,DS5-994,Fly Ash,173,247,29.959514170040485,,,148.2,21.946,0,0,0,,
DS6,23664.0,30,GGBS,265,530,50.0,0.36,,95.40,33.75,1240,0,1240,0.0,0.4274193548387097
DS5,13424.0,DS5-995,Fly Ash,171,257,33.463035019455255,,,146.4,28.494,0,0,0,,
DS5,13425.0,DS5-996,Fly Ash,170,266,36.090225563909776,,,145.2,35.648,0,0,0,,
DS6,23665.0,30,None,530,530,0.0,0.36,,190.80,39.72,1240,0,1240,0.0,0.4274193548387097
DS5,13426.0,DS5-997,Fly Ash,169,277,38.98916967509025,,,144.6,38.073,0,0,0,,
DS6,23666.0,30,GGBS,424,530,20.0,0.36,,152.64,36,1240,0,1240,0.0,0.4274193548387097
DS6,23667.0,30,GGBS,371,530,30.0,0.36,,133.56,34.9,1240,0,1240,0.0,0.4274193548387097
DS6,23668.0,30,GGBS,318,530,40.0,0.36,,114.48,32.9,1240,0,1240,0.0,0.4274193548387097
DS6,23669.0,30,GGBS,265,530,50.0,0.36,,95.40,31.65,1240,0,1240,0.0,0.4274193548387097
DS6,23670.0,30,None,530,530,0.0,0.36,,190.80,33.78,1240,0,1240,0.0,0.4274193548387097
DS6,23671.0,30,GGBS,424,530,20.0,0.36,,152.64,32.1,1240,0,1240,0.0,0.4274193548387097
DS6,23672.0,30,GGBS,371,530,30.0,0.36,,133.56,29.5,1240,0,1240,0.0,0.4274193548387097
DS6,23673.0,30,GGBS,318,530,40.0,0.36,,114.48,27.5,1240,0,1240,0.0,0.4274193548387097
DS6,23674.0,30,GGBS,265,530,50.0,0.36,,95.40,26.35,1240,0,1240,0.0,0.4274193548387097
DS6,23675.0,31,None,360,360,0.0,0.5,,180.0,37,1038,0,1038,0.0,0.3468208092485549
DS6,23676.0,31,None,360,360,0.0,0.5,,180.0,33,906,0,906,0.0,0.3973509933774834
DS6,23677.0,31,None,427,427,0.0,0.42,,179.34,39.5,582,0,582,0.0,0.7336769759450171
DS6,23678.0,31,None,448,448,0.0,0.4,,179.2,39,544,0,544,0.0,0.8235294117647058
DS6,23679.0,32,Fly Ash,280,280,0.0,0.54,,151.20,34.46,1140,0,1140,0.0,0.24561403508771928
DS6,23680.0,32,Fly Ash,250,330,24.242424242424242,0.45,,112.50,37.39,1140,0,1140,0.0,0.2894736842105263
DS6,23681.0,32,Fly Ash,250,330,24.242424242424242,0.45,,112.50,33.2,1073,0,1073,0.0,0.30754892823858343
DS6,23682.0,32,Fly Ash,250,330,24.242424242424242,0.45,,112.50,26.86,1005,0,1005,0.0,0.3283582089552239
DS6,23683.0,32,Fly Ash,250,470,46.808510638297875,0.32,,80.00,39.48,1140,0,1140,0.0,0.41228070175438597
DS6,23684.0,32,Fly Ash,250,470,46.808510638297875,0.32,,80.00,37.91,1073,0,1073,0.0,0.4380242311276794
DS6,23685.0,32,Fly Ash,250,470,46.808510638297875,0.32,,80.00,26.2,1005,0,1005,0.0,0.46766169154228854
DS6,23686.0,32,Fly Ash,200,455,56.043956043956044,0.33,,66.00,35.04,1140,0,1140,0.0,0.3991228070175439
DS6,23687.0,32,Fly Ash,200,455,56.043956043956044,0.33,,66.00,30.77,1073,0,1073,0.0,0.424044734389562
DS6,23688.0,32,Fly Ash,200,455,56.043956043956044,0.33,,66.00,28.32,1005,0,1005,0.0,0.4527363184079602
DS6,23689.0,33,Fly Ash,378,378,0.0,0.36,,136.08,57.4,815,0,815,0.0,0.4638036809815951
DS6,23690.0,33,Fly Ash,378,378,0.0,0.36,,136.08,53.8,815,0,815,0.0,0.4638036809815951
DS6,23691.0,33,Fly Ash,378,378,0.0,0.36,,136.08,52,813,0,813,0.0,0.46494464944649444
DS6,23692.0,33,Fly Ash,378,378,0.0,0.36,,136.08,51.7,815,0,815,0.0,0.4638036809815951
DS6,23693.0,33,Fly Ash,315,420,25.0,0.36,,113.40,35.2,815,0,815,0.0,0.5153374233128835
DS6,23694.0,33,Fly Ash,315,420,25.0,0.36,,113.40,32.4,815,0,815,0.0,0.5153374233128835
DS6,23695.0,33,Fly Ash,315,420,25.0,0.36,,113.40,30.8,816,0,816,0.0,0.5147058823529411
DS6,23696.0,33,Fly Ash,315,420,25.0,0.36,,113.40,32.5,815,0,815,0.0,0.5153374233128835
DS6,23697.0,34,Fly Ash,430,615,30.08130081300813,0.46,,197.80,38.1308,602,0,602,0.0,1.021594684385382
DS6,23698.0,34,Fly Ash,430,615,30.08130081300813,0.46,,197.80,36.4486,581,0,581,0.0,1.0585197934595525
DS6,23699.0,34,Fly Ash,430,615,30.08130081300813,0.46,,197.80,33.0841,560,0,560,0.0,1.0982142857142858
DS6,23700.0,34,None,430,430,0.0,0.58,,249.40,40.4473,602,0,602,0.0,0.7142857142857143
DS6,23701.0,34,None,430,430,0.0,0.58,,249.40,38.5304,581,0,581,0.0,0.7401032702237521
DS6,23702.0,34,None,430,430,0.0,0.58,,249.40,35.2716,560,0,560,0.0,0.7678571428571429
DS6,23703.0,34,None,430,430,0.0,0.56,,240.80,42.1725,602,0,602,0.0,0.7142857142857143
DS5,13427.0,DS5-998,Fly Ash,170,291,41.580756013745706,,,145.2,36.981,0,0,0,,
DS5,13428.0,DS5-999,None,300,300,0.0,,,188,41.516,0,0,0,,
DS5,13429.0,DS5-1000,Fly Ash,271,319,15.047021943573668,,,180,43.65,0,0,0,,
DS5,13430.0,DS5-1001,Fly Ash,242,346,30.057803468208093,,,173,44.717,0,0,0,,
DS5,13431.0,DS5-1002,Fly Ash,196,392,50.0,,,162,42.001,0,0,0,,
DS5,13432.0,DS5-1003,Fly Ash,242,346,30.057803468208093,,,173,45.299,0,0,0,,
DS5,13433.0,DS5-1004,Fly Ash,242,346,30.057803468208093,,,173,44.232,0,0,0,,
DS5,13434.0,DS5-1005,None,300,300,0.0,,,188,34.047,0,0,0,,
DS5,13435.0,DS5-1006,Fly Ash,271,319,15.047021943573668,,,180,34.92,0,0,0,,
DS5,13436.0,DS5-1007,Fly Ash,242,346,30.057803468208093,,,173,29.963,0,0,0,,
DS5,13437.0,DS5-1008,Fly Ash,196,392,50.0,,,162,25.618,0,0,0,,
DS5,13438.0,DS5-1009,Fly Ash,242,346,30.057803468208093,,,173,34.881,0,0,0,,
DS5,13439.0,DS5-1010,Fly Ash,242,346,30.057803468208093,,,173,32.291,0,0,0,,
DS5,13440.0,DS5-1011,None,300,300,0.0,,,188,39.44,0,0,0,,
DS5,13441.0,DS5-1012,Fly Ash,271,319,15.047021943573668,,,180,41.468,0,0,0,,
DS5,13442.0,DS5-1013,Fly Ash,242,346,30.057803468208093,,,173,33.543,0,0,0,,
DS5,13443.0,DS5-1014,Fly Ash,196,392,50.0,,,162,30.662,0,0,0,,
DS5,13444.0,DS5-1015,Fly Ash,242,346,30.057803468208093,,,173,37.597,0,0,0,,
DS5,13445.0,DS5-1016,Fly Ash,242,346,30.057803468208093,,,173,38.043,0,0,0,,
DS5,13446.0,DS5-1017,None,300,300,0.0,,,188,39.857,0,0,0,,
DS5,13447.0,DS5-1018,Fly Ash,271,319,15.047021943573668,,,180,41.468,0,0,0,,
DS5,13448.0,DS5-1019,Fly Ash,242,346,30.057803468208093,,,173,35.774,0,0,0,,
DS5,13449.0,DS5-1020,Fly Ash,196,392,50.0,,,162,33.601,0,0,0,,
DS5,13450.0,DS5-1021,Fly Ash,242,346,30.057803468208093,,,173,39.411,0,0,0,,
DS5,13451.0,DS5-1022,Fly Ash,242,346,30.057803468208093,,,173,43.786,0,0,0,,
DS5,13453.0,DS5-1024,Fly Ash,271,319,15.047021943573668,,,180,38.552,0,0,0,,
DS5,13454.0,DS5-1025,Fly Ash,242,346,30.057803468208093,,,173,35.384,0,0,0,,
DS5,13455.0,DS5-1026,Fly Ash,196,392,50.0,,,162,36.321,0,0,0,,
DS5,13456.0,DS5-1027,Fly Ash,242,346,30.057803468208093,,,173,40.426,0,0,0,,
DS5,13457.0,DS5-1028,Fly Ash,242,346,30.057803468208093,,,173,40.283,0,0,0,,
DS5,13458.0,DS5-1029,None,411,411,0.0,,,166,60.5,0,0,0,,
DS5,13459.0,DS5-1030,Fly Ash,279,398,29.899497487437184,,,161,41.25,0,0,0,,
DS5,13460.0,DS5-1031,Fly Ash,326,407,19.9017199017199,,,165,45.375,0,0,0,,
DS5,13461.0,DS5-1032,None,297,297,0.0,,,165,32.125,0,0,0,,
DS5,13462.0,DS5-1033,Fly Ash,238,297,19.865319865319865,,,165,23.75,0,0,0,,
DS5,13463.0,DS5-1034,Fly Ash,208,295,29.491525423728813,,,162,23.125,0,0,0,,
DS5,13464.0,DS5-1035,Fly Ash,238,297,19.865319865319865,,,165,25,0,0,0,,
DS5,13465.0,DS5-1036,None,408,408,0.0,,,169,64.875,0,0,0,,
DS5,13466.0,DS5-1037,Fly Ash,323,403,19.851116625310173,,,163,62.875,0,0,0,,
DS5,13467.0,DS5-1038,Fly Ash,279,399,30.075187969924812,,,164,59.625,0,0,0,,
DS5,13468.0,DS5-1039,Fly Ash,285,407,29.975429975429975,,,168,58.25,0,0,0,,
DS5,13469.0,DS5-1040,None,300,300,0.0,,,165,50.375,0,0,0,,
DS5,13470.0,DS5-1041,Fly Ash,208,297,29.966329966329965,,,165,41.125,0,0,0,,
DS5,13471.0,DS5-1042,Fly Ash,208,297,29.966329966329965,,,165,44.875,0,0,0,,
DS6,23704.0,34,None,430,430,0.0,0.57,,245.10,40.4473,581,0,581,0.0,0.7401032702237521
