cement_kg_m3,blas_furnace_slag_kg_m3,fly_ash_kg_m3,water_kg_m3,superplasticizer_kg_m3,superplasticizer_percentage_weight_of_cement_%,natural_coarse_aggregate_kg_m3,natural_fine_aggregate_kg_m3,testing_age,water_cement_ratio,water_binder_ratio,coarse-agg_fine-agg_ratio,fck_mpa
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,7.00,0.55,0.55,1.30,18.13
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,28.00,0.55,0.55,1.30,32.72
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,90.00,0.55,0.55,1.30,39.49
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,180.00,0.55,0.55,1.30,41.05
349.00,0.00,0.00,192.00,0.00,0.00,1047.00,806.00,360.00,0.55,0.55,1.30,42.13
302.00,0.00,0.00,203.00,0.00,0.00,974.00,817.00,14.00,0.67,0.67,1.19,18.13
302.00,0.00,0.00,203.00,0.00,0.00,974.00,817.00,180.00,0.67,0.67,1.19,26.74
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,180.00,0.36,0.36,1.84,61.92
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,90.00,0.40,0.40,1.84,47.22
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,180.00,0.40,0.40,1.84,51.04
500.00,0.00,0.00,200.00,0.00,0.00,1125.00,613.00,270.00,0.40,0.40,1.84,55.16
540.00,0.00,0.00,173.00,0.00,0.00,1125.00,613.00,3.00,0.32,0.32,1.84,41.64
252.00,0.00,0.00,185.00,0.00,0.00,1111.00,784.00,7.00,0.73,0.73,1.42,13.71
252.00,0.00,0.00,185.00,0.00,0.00,1111.00,784.00,28.00,0.73,0.73,1.42,19.69
339.00,0.00,0.00,185.00,0.00,0.00,1060.00,754.00,28.00,0.55,0.55,1.41,31.65
393.00,0.00,0.00,192.00,0.00,0.00,940.00,758.00,3.00,0.49,0.49,1.24,19.11
393.00,0.00,0.00,192.00,0.00,0.00,940.00,758.00,28.00,0.49,0.49,1.24,39.58
393.00,0.00,0.00,192.00,0.00,0.00,940.00,758.00,90.00,0.49,0.49,1.24,48.79
382.00,0.00,0.00,185.00,0.00,0.00,1047.00,739.00,7.00,0.48,0.48,1.42,24.00
382.00,0.00,0.00,185.00,0.00,0.00,1047.00,739.00,28.00,0.48,0.48,1.42,37.42
252.00,0.00,0.00,186.00,0.00,0.00,1111.00,784.00,7.00,0.74,0.74,1.42,11.47
252.00,0.00,0.00,185.00,0.00,0.00,1111.00,784.00,28.00,0.73,0.73,1.42,19.69
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,7.00,0.62,0.62,1.14,14.99
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,28.00,0.62,0.62,1.14,27.92
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,90.00,0.62,0.62,1.14,34.68
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,180.00,0.62,0.62,1.14,37.33
310.00,0.00,0.00,192.00,0.00,0.00,970.00,850.00,360.00,0.62,0.62,1.14,38.11
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,3.00,0.36,0.36,1.84,33.80
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,7.00,0.36,0.36,1.84,42.42
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,14.00,0.36,0.36,1.84,48.40
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,28.00,0.36,0.36,1.84,55.94
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,90.00,0.36,0.36,1.84,58.78
525.00,0.00,0.00,189.00,0.00,0.00,1125.00,613.00,270.00,0.36,0.36,1.84,67.11
322.00,0.00,0.00,203.00,0.00,0.00,974.00,800.00,14.00,0.63,0.63,1.22,20.77
322.00,0.00,0.00,203.00,0.00,0.00,974.00,800.00,28.00,0.63,0.63,1.22,25.18
322.00,0.00,0.00,203.00,0.00,0.00,974.00,800.00,180.00,0.63,0.63,1.22,29.59
302.00,0.00,0.00,203.00,0.00,0.00,974.00,817.00,28.00,0.67,0.67,1.19,21.75
397.00,0.00,0.00,185.00,0.00,0.00,1040.00,734.00,28.00,0.47,0.47,1.42,39.09
480.00,0.00,0.00,192.00,0.00,0.00,936.00,721.00,3.00,0.40,0.40,1.30,24.39
522.00,0.00,0.00,146.00,0.00,0.00,896.00,896.00,7.00,0.28,0.28,1.00,50.51
522.00,0.00,0.00,146.00,0.00,0.00,896.00,896.00,28.00,0.28,0.28,1.00,74.99
273.00,105.00,82.00,210.00,9.00,3.30,904.00,680.00,28.00,0.77,0.46,1.33,37.17
162.00,190.00,148.00,179.00,19.00,11.73,838.00,741.00,28.00,1.10,0.36,1.13,33.76
154.00,144.00,112.00,220.00,10.00,6.49,923.00,658.00,28.00,1.43,0.54,1.40,16.50
147.00,115.00,89.00,202.00,9.00,6.12,860.00,829.00,28.00,1.37,0.58,1.04,19.99
152.00,178.00,139.00,168.00,18.00,11.84,944.00,695.00,28.00,1.11,0.36,1.36,36.35
310.00,143.00,111.00,168.00,22.00,7.10,914.00,651.00,28.00,0.54,0.30,1.40,33.69
144.00,0.00,175.00,158.00,18.00,12.50,943.00,844.00,28.00,1.10,0.50,1.12,15.42
304.00,140.00,0.00,214.00,6.00,1.97,895.00,722.00,28.00,0.70,0.48,1.24,33.42
374.00,0.00,0.00,190.00,7.00,1.87,1013.00,730.00,28.00,0.51,0.51,1.39,39.05
159.00,149.00,116.00,175.00,15.00,9.43,953.00,720.00,28.00,1.10,0.41,1.32,27.68
153.00,239.00,0.00,200.00,6.00,3.92,1002.00,684.00,28.00,1.31,0.51,1.46,26.86
310.00,143.00,0.00,168.00,10.00,3.23,914.00,804.00,28.00,0.54,0.37,1.14,45.30
305.00,0.00,100.00,196.00,10.00,3.28,959.00,705.00,28.00,0.64,0.48,1.36,30.12
151.00,0.00,184.00,167.00,12.00,7.95,991.00,772.00,28.00,1.11,0.50,1.28,15.57
142.00,167.00,130.00,174.00,11.00,7.75,883.00,785.00,28.00,1.23,0.40,1.12,44.61
298.00,137.00,107.00,201.00,6.00,2.01,878.00,655.00,28.00,0.67,0.37,1.34,53.52
321.00,164.00,0.00,190.00,5.00,1.56,870.00,774.00,28.00,0.59,0.39,1.12,57.21
366.00,187.00,0.00,191.00,7.00,1.91,824.00,757.00,28.00,0.52,0.35,1.09,65.91
280.00,129.00,100.00,172.00,9.00,3.21,825.00,805.00,28.00,0.61,0.34,1.02,52.82
252.00,97.00,76.00,194.00,8.00,3.17,835.00,821.00,28.00,0.77,0.46,1.02,33.40
165.00,0.00,150.00,182.00,12.00,7.27,1023.00,729.00,28.00,1.10,0.58,1.40,18.03
156.00,243.00,0.00,180.00,11.00,7.05,1022.00,698.00,28.00,1.15,0.45,1.46,37.36
160.00,188.00,146.00,203.00,11.00,6.88,829.00,710.00,28.00,1.27,0.41,1.17,32.84
298.00,0.00,107.00,186.00,6.00,2.01,879.00,815.00,28.00,0.62,0.46,1.08,42.64
318.00,0.00,126.00,210.00,6.00,1.89,861.00,737.00,28.00,0.66,0.47,1.17,40.06
287.00,121.00,94.00,188.00,9.00,3.14,904.00,696.00,28.00,0.66,0.37,1.30,41.94
326.00,166.00,0.00,174.00,9.00,2.76,882.00,790.00,28.00,0.53,0.35,1.12,61.23
356.00,0.00,142.00,193.00,11.00,3.09,801.00,778.00,28.00,0.54,0.39,1.03,40.87
132.00,207.00,161.00,179.00,5.00,3.79,867.00,736.00,28.00,1.36,0.36,1.18,33.30
322.00,149.00,0.00,186.00,8.00,2.48,951.00,709.00,28.00,0.58,0.39,1.34,52.42
164.00,0.00,200.00,181.00,13.00,7.93,849.00,846.00,28.00,1.10,0.50,1.00,15.09
314.00,0.00,113.00,170.00,10.00,3.18,925.00,783.00,28.00,0.54,0.40,1.18,38.46
321.00,0.00,128.00,182.00,11.00,3.43,870.00,780.00,28.00,0.57,0.41,1.12,37.26
140.00,164.00,128.00,237.00,6.00,4.29,869.00,656.00,28.00,1.69,0.55,1.32,35.23
288.00,121.00,0.00,177.00,7.00,2.43,908.00,829.00,28.00,0.61,0.43,1.10,42.13
298.00,0.00,107.00,210.00,11.00,3.69,880.00,744.00,28.00,0.70,0.52,1.18,31.87
265.00,111.00,86.00,195.00,6.00,2.26,833.00,790.00,28.00,0.74,0.42,1.05,41.54
160.00,250.00,0.00,168.00,12.00,7.50,1049.00,688.00,28.00,1.05,0.41,1.52,39.45
166.00,260.00,0.00,183.00,13.00,7.83,859.00,827.00,28.00,1.10,0.43,1.04,37.91
276.00,116.00,90.00,180.00,9.00,3.26,870.00,768.00,28.00,0.65,0.37,1.13,44.28
322.00,0.00,116.00,196.00,10.00,3.11,818.00,813.00,28.00,0.61,0.45,1.01,31.18
149.00,139.00,109.00,193.00,6.00,4.03,892.00,780.00,28.00,1.30,0.49,1.14,23.69
159.00,187.00,0.00,176.00,11.00,6.92,990.00,789.00,28.00,1.11,0.51,1.25,32.76
261.00,100.00,78.00,201.00,9.00,3.45,864.00,761.00,28.00,0.77,0.46,1.14,32.40
237.00,92.00,71.00,247.00,6.00,2.53,853.00,695.00,28.00,1.04,0.62,1.23,28.63
313.00,0.00,113.00,178.00,8.00,2.56,1002.00,689.00,28.00,0.57,0.42,1.45,36.80
155.00,183.00,0.00,193.00,9.00,5.81,1047.00,697.00,28.00,1.25,0.57,1.50,18.28
146.00,230.00,0.00,202.00,3.00,2.05,827.00,872.00,28.00,1.38,0.54,0.95,33.06
296.00,0.00,107.00,221.00,11.00,3.72,819.00,778.00,28.00,0.75,0.55,1.05,31.42
133.00,210.00,0.00,196.00,3.00,2.26,949.00,795.00,28.00,1.47,0.57,1.19,31.03
313.00,145.00,0.00,178.00,8.00,2.56,867.00,824.00,28.00,0.57,0.39,1.05,44.39
152.00,0.00,112.00,184.00,8.00,5.26,992.00,816.00,28.00,1.21,0.70,1.22,12.18
153.00,145.00,113.00,178.00,8.00,5.23,1002.00,689.00,28.00,1.16,0.43,1.45,25.56
140.00,133.00,103.00,200.00,7.00,5.00,916.00,753.00,28.00,1.43,0.53,1.22,36.44
149.00,236.00,0.00,176.00,13.00,8.72,847.00,893.00,28.00,1.18,0.46,0.95,32.96
300.00,0.00,120.00,212.00,10.00,3.33,878.00,728.00,28.00,0.71,0.50,1.21,23.84
153.00,145.00,113.00,178.00,8.00,5.23,867.00,824.00,28.00,1.16,0.43,1.05,26.23
148.00,0.00,137.00,158.00,16.00,10.81,1002.00,830.00,28.00,1.07,0.55,1.21,17.95
326.00,0.00,138.00,199.00,11.00,3.37,801.00,792.00,28.00,0.61,0.43,1.01,40.68
153.00,145.00,0.00,178.00,8.00,5.23,1000.00,822.00,28.00,1.16,0.60,1.22,19.01
262.00,111.00,86.00,195.00,5.00,1.91,895.00,733.00,28.00,0.74,0.42,1.22,33.72
158.00,0.00,195.00,220.00,11.00,6.96,898.00,713.00,28.00,1.39,0.62,1.26,8.54
151.00,0.00,185.00,167.00,16.00,10.60,1074.00,678.00,28.00,1.11,0.50,1.58,13.46
273.00,0.00,90.00,199.00,11.00,4.03,931.00,762.00,28.00,0.73,0.55,1.22,32.24
149.00,118.00,92.00,183.00,7.00,4.70,953.00,780.00,28.00,1.23,0.51,1.22,23.52
143.00,169.00,143.00,191.00,8.00,5.59,967.00,643.00,28.00,1.34,0.42,1.50,29.72
260.00,101.00,78.00,171.00,10.00,3.85,936.00,763.00,28.00,0.66,0.39,1.23,49.77
313.00,161.00,0.00,178.00,10.00,3.19,917.00,759.00,28.00,0.57,0.38,1.21,52.44
284.00,120.00,0.00,168.00,7.00,2.46,970.00,794.00,28.00,0.59,0.42,1.22,40.93
336.00,0.00,0.00,182.00,3.00,0.89,986.00,817.00,28.00,0.54,0.54,1.21,44.86
145.00,0.00,134.00,181.00,11.00,7.59,979.00,812.00,28.00,1.25,0.65,1.21,13.20
150.00,237.00,0.00,174.00,12.00,8.00,1069.00,675.00,28.00,1.16,0.45,1.58,37.43
144.00,170.00,133.00,192.00,8.00,5.56,814.00,805.00,28.00,1.33,0.43,1.01,29.87
331.00,170.00,0.00,195.00,8.00,2.42,811.00,802.00,28.00,0.59,0.39,1.01,56.61
155.00,0.00,143.00,193.00,9.00,5.81,1047.00,697.00,28.00,1.25,0.65,1.50,12.46
155.00,183.00,0.00,193.00,9.00,5.81,877.00,868.00,28.00,1.25,0.57,1.01,23.79
135.00,0.00,166.00,180.00,10.00,7.41,961.00,805.00,28.00,1.33,0.60,1.19,13.29
266.00,112.00,87.00,178.00,10.00,3.76,910.00,745.00,28.00,0.67,0.38,1.22,39.42
314.00,145.00,113.00,179.00,8.00,2.55,869.00,690.00,28.00,0.57,0.31,1.26,46.23
313.00,145.00,0.00,127.00,8.00,2.56,1000.00,822.00,28.00,0.41,0.28,1.22,44.52
146.00,173.00,0.00,182.00,3.00,2.05,986.00,817.00,28.00,1.25,0.57,1.21,23.74
144.00,136.00,106.00,178.00,7.00,4.86,941.00,774.00,28.00,1.24,0.46,1.22,26.14
148.00,0.00,182.00,181.00,15.00,10.14,839.00,884.00,28.00,1.22,0.55,0.95,15.52
277.00,117.00,91.00,191.00,7.00,2.53,946.00,666.00,28.00,0.69,0.39,1.42,43.57
298.00,0.00,107.00,164.00,13.00,4.36,953.00,784.00,28.00,0.55,0.40,1.22,35.86
313.00,145.00,0.00,178.00,8.00,2.56,1002.00,689.00,28.00,0.57,0.39,1.45,41.05
155.00,184.00,143.00,194.00,9.00,5.81,880.00,699.00,28.00,1.25,0.40,1.26,28.99
289.00,134.00,0.00,195.00,6.00,2.08,924.00,760.00,28.00,0.67,0.46,1.22,46.24
148.00,175.00,0.00,171.00,2.00,1.35,1000.00,828.00,28.00,1.16,0.53,1.21,26.92
145.00,0.00,179.00,202.00,8.00,5.52,824.00,869.00,28.00,1.39,0.62,0.95,10.54
313.00,0.00,0.00,178.00,8.00,2.56,1000.00,822.00,28.00,0.57,0.57,1.22,25.10
136.00,162.00,126.00,172.00,10.00,7.35,923.00,764.00,28.00,1.26,0.41,1.21,29.07
155.00,0.00,143.00,193.00,9.00,5.81,877.00,868.00,28.00,1.25,0.65,1.01,9.74
255.00,99.00,77.00,189.00,6.00,2.35,919.00,749.00,28.00,0.74,0.44,1.23,33.80
162.00,207.00,172.00,216.00,10.00,6.17,822.00,638.00,28.00,1.33,0.40,1.29,39.84
136.00,196.00,98.00,199.00,6.00,4.41,847.00,783.00,28.00,1.46,0.46,1.08,26.97
164.00,163.00,128.00,197.00,8.00,4.88,961.00,641.00,28.00,1.20,0.43,1.50,27.23
162.00,214.00,164.00,202.00,10.00,6.17,820.00,680.00,28.00,1.25,0.37,1.21,30.65
157.00,214.00,152.00,200.00,9.00,5.73,819.00,704.00,28.00,1.27,0.38,1.16,33.05
149.00,153.00,194.00,192.00,8.00,5.37,935.00,623.00,28.00,1.29,0.39,1.50,24.58
135.00,105.00,193.00,196.00,6.00,4.44,965.00,643.00,28.00,1.45,0.45,1.50,21.91
159.00,209.00,161.00,201.00,7.00,4.40,848.00,669.00,28.00,1.26,0.38,1.27,30.88
144.00,15.00,195.00,176.00,6.00,4.17,1021.00,709.00,28.00,1.22,0.50,1.44,15.34
154.00,174.00,185.00,228.00,7.00,4.55,845.00,612.00,28.00,1.48,0.44,1.38,24.34
167.00,187.00,195.00,185.00,7.00,4.19,898.00,636.00,28.00,1.11,0.34,1.41,23.89
184.00,86.00,190.00,213.00,6.00,3.26,923.00,623.00,28.00,1.16,0.46,1.48,22.93
156.00,178.00,187.00,221.00,7.00,4.49,854.00,614.00,28.00,1.42,0.42,1.39,29.41
236.90,91.70,71.50,246.90,6.00,2.53,852.90,695.40,28.00,1.04,0.62,1.23,28.63
313.30,0.00,113.00,178.50,8.00,2.55,1001.90,688.70,28.00,0.57,0.42,1.45,36.80
154.80,183.40,0.00,193.30,9.10,5.88,1047.40,696.70,28.00,1.25,0.57,1.50,18.29
145.90,230.50,0.00,202.50,3.40,2.33,827.00,871.80,28.00,1.39,0.54,0.95,32.72
296.00,0.00,106.70,221.40,10.50,3.55,819.20,778.40,28.00,0.75,0.55,1.05,31.42
133.10,210.20,0.00,195.70,3.10,2.33,949.40,795.30,28.00,1.47,0.57,1.19,28.94
313.30,145.00,0.00,178.50,8.00,2.55,867.20,824.00,28.00,0.57,0.39,1.05,40.93
151.60,0.00,111.90,184.40,7.90,5.21,992.00,815.90,28.00,1.22,0.70,1.22,12.18
153.10,145.00,113.00,178.50,8.00,5.23,1001.90,688.70,28.00,1.17,0.43,1.45,25.56
139.90,132.60,103.30,200.30,7.40,5.29,916.00,753.40,28.00,1.43,0.53,1.22,36.44
149.50,236.00,0.00,175.80,12.60,8.43,846.80,892.70,28.00,1.18,0.46,0.95,32.96
299.80,0.00,119.80,211.50,9.90,3.30,878.20,727.60,28.00,0.71,0.50,1.21,23.84
153.10,145.00,113.00,178.50,8.00,5.23,867.20,824.00,28.00,1.17,0.43,1.05,26.23
148.10,0.00,136.60,158.10,16.10,10.87,1001.80,830.10,28.00,1.07,0.56,1.21,17.96
326.50,0.00,137.90,199.00,10.80,3.31,801.10,792.50,28.00,0.61,0.43,1.01,38.63
152.70,144.70,0.00,178.10,8.00,5.24,999.70,822.20,28.00,1.17,0.60,1.22,19.01
261.90,110.50,86.10,195.40,5.00,1.91,895.20,732.60,28.00,0.75,0.43,1.22,33.72
158.40,0.00,194.90,219.70,11.00,6.94,897.70,712.90,28.00,1.39,0.62,1.26,8.54
150.70,0.00,185.30,166.70,15.60,10.35,1074.50,678.00,28.00,1.11,0.50,1.58,13.46
272.60,0.00,89.60,198.70,10.60,3.89,931.30,762.20,28.00,0.73,0.55,1.22,32.25
149.00,117.60,91.70,182.90,7.10,4.77,953.40,780.30,28.00,1.23,0.51,1.22,23.52
143.00,169.40,142.70,190.70,8.40,5.87,967.40,643.50,28.00,1.33,0.42,1.50,29.73
259.90,100.60,78.40,170.60,10.40,4.00,935.70,762.90,28.00,0.66,0.39,1.23,49.77
312.90,160.50,0.00,177.60,9.60,3.07,916.60,759.50,28.00,0.57,0.38,1.21,52.45
284.00,119.70,0.00,168.30,7.20,2.54,970.40,794.20,28.00,0.59,0.42,1.22,40.93
336.50,0.00,0.00,181.90,3.40,1.01,985.80,816.80,28.00,0.54,0.54,1.21,44.87
144.80,0.00,133.60,180.80,11.10,7.67,979.50,811.50,28.00,1.25,0.65,1.21,13.20
150.00,236.80,0.00,173.80,11.90,7.93,1069.30,674.80,28.00,1.16,0.45,1.58,37.43
143.70,170.20,132.60,191.60,8.50,5.92,814.10,805.30,28.00,1.33,0.43,1.01,29.87
330.50,169.60,0.00,194.90,8.10,2.45,811.00,802.30,28.00,0.59,0.39,1.01,56.62
154.80,0.00,142.80,193.30,9.10,5.88,1047.40,696.70,28.00,1.25,0.65,1.50,12.46
154.80,183.40,0.00,193.30,9.10,5.88,877.20,867.70,28.00,1.25,0.57,1.01,23.79
134.70,0.00,165.70,180.20,10.00,7.42,961.00,804.90,28.00,1.34,0.60,1.19,13.29
266.20,112.30,87.50,177.90,10.40,3.91,909.70,744.50,28.00,0.67,0.38,1.22,39.42
314.00,145.30,113.20,178.90,8.00,2.55,869.10,690.20,28.00,0.57,0.31,1.26,46.23
312.70,144.70,0.00,127.30,8.00,2.56,999.70,822.20,28.00,0.41,0.28,1.22,44.52
145.70,172.60,0.00,181.90,3.40,2.33,985.80,816.80,28.00,1.25,0.57,1.21,23.74
143.80,136.30,106.20,178.10,7.50,5.22,941.50,774.30,28.00,1.24,0.46,1.22,26.15
148.10,0.00,182.10,181.40,15.00,10.13,838.90,884.30,28.00,1.22,0.55,0.95,15.53
277.00,116.80,91.00,190.60,7.00,2.53,946.50,665.60,28.00,0.69,0.39,1.42,43.58
298.10,0.00,107.50,163.60,12.80,4.29,953.20,784.00,28.00,0.55,0.40,1.22,35.87
313.30,145.00,0.00,178.50,8.00,2.55,1001.90,688.70,28.00,0.57,0.39,1.45,41.05
155.20,183.90,143.20,193.80,9.20,5.93,879.60,698.50,28.00,1.25,0.40,1.26,28.99
289.00,133.70,0.00,194.90,5.50,1.90,924.10,760.10,28.00,0.67,0.46,1.22,46.25
147.80,175.10,0.00,171.20,2.20,1.49,1000.00,828.50,28.00,1.16,0.53,1.21,26.92
145.40,0.00,178.90,201.70,7.80,5.36,824.00,868.70,28.00,1.39,0.62,0.95,10.54
312.70,0.00,0.00,178.10,8.00,2.56,999.70,822.20,28.00,0.57,0.57,1.22,25.10
136.40,161.60,125.80,171.60,10.40,7.62,922.60,764.40,28.00,1.26,0.40,1.21,29.07
154.80,0.00,142.80,193.30,9.10,5.88,877.20,867.70,28.00,1.25,0.65,1.01,9.74
255.30,98.80,77.00,188.60,6.50,2.55,919.00,749.30,28.00,0.74,0.44,1.23,33.80
272.80,105.10,81.80,209.70,9.00,3.30,904.00,679.70,28.00,0.77,0.46,1.33,37.17
162.00,190.10,148.10,178.80,18.80,11.60,838.10,741.40,28.00,1.10,0.36,1.13,33.76
153.60,144.20,112.30,220.10,10.10,6.58,923.20,657.90,28.00,1.43,0.54,1.40,16.50
146.50,114.60,89.30,201.90,8.80,6.01,860.00,829.50,28.00,1.38,0.58,1.04,19.99
151.80,178.10,138.70,167.50,18.30,12.06,944.00,694.60,28.00,1.10,0.36,1.36,36.35
309.90,142.80,111.20,167.80,22.10,7.13,913.90,651.20,28.00,0.54,0.30,1.40,38.22
143.60,0.00,174.90,158.40,17.90,12.47,942.70,844.50,28.00,1.10,0.50,1.12,15.42
303.60,139.90,0.00,213.50,6.20,2.04,895.50,722.50,28.00,0.70,0.48,1.24,33.42
374.30,0.00,0.00,190.20,6.70,1.79,1013.20,730.40,28.00,0.51,0.51,1.39,39.06
158.60,148.90,116.00,175.10,15.00,9.46,953.30,719.70,28.00,1.10,0.41,1.32,27.68
152.60,238.70,0.00,200.00,6.30,4.13,1001.80,683.90,28.00,1.31,0.51,1.46,26.86
310.00,142.80,0.00,167.90,10.00,3.23,914.30,804.00,28.00,0.54,0.37,1.14,45.30
304.80,0.00,99.60,196.00,9.80,3.22,959.40,705.20,28.00,0.64,0.48,1.36,30.12
150.90,0.00,183.90,166.60,11.60,7.69,991.20,772.20,28.00,1.10,0.50,1.28,15.57
141.90,166.60,129.70,173.50,10.90,7.68,882.60,785.30,28.00,1.22,0.40,1.12,44.61
297.80,137.20,106.90,201.30,6.00,2.01,878.40,655.30,28.00,0.68,0.37,1.34,53.52
321.30,164.20,0.00,190.50,4.60,1.43,870.00,774.00,28.00,0.59,0.39,1.12,57.22
366.00,187.00,0.00,191.30,6.60,1.80,824.30,756.90,28.00,0.52,0.35,1.09,65.91
279.80,128.90,100.40,172.40,9.50,3.40,825.10,804.90,28.00,0.62,0.34,1.03,52.83
252.10,97.10,75.60,193.80,8.30,3.29,835.50,821.40,28.00,0.77,0.46,1.02,33.40
164.60,0.00,150.40,181.60,11.70,7.11,1023.30,728.90,28.00,1.10,0.58,1.40,18.03
155.60,243.50,0.00,180.30,10.70,6.88,1022.00,697.70,28.00,1.16,0.45,1.46,37.36
160.20,188.00,146.40,203.20,11.30,7.05,828.70,709.70,28.00,1.27,0.41,1.17,35.31
298.10,0.00,107.00,186.40,6.10,2.05,879.00,815.20,28.00,0.63,0.46,1.08,42.64
317.90,0.00,126.50,209.70,5.70,1.79,860.50,736.60,28.00,0.66,0.47,1.17,40.06
287.30,120.50,93.90,187.60,9.20,3.20,904.40,695.90,28.00,0.65,0.37,1.30,43.80
325.60,166.40,0.00,174.00,8.90,2.73,881.60,790.00,28.00,0.53,0.35,1.12,61.24
355.90,0.00,141.60,193.30,11.00,3.09,801.40,778.40,28.00,0.54,0.39,1.03,40.87
132.00,206.50,160.90,178.90,5.50,4.17,866.90,735.60,28.00,1.36,0.36,1.18,33.31
322.50,148.60,0.00,185.80,8.50,2.64,951.00,709.50,28.00,0.58,0.39,1.34,52.43
164.20,0.00,200.10,181.20,12.60,7.67,849.30,846.00,28.00,1.10,0.50,1.00,15.09
313.80,0.00,112.60,169.90,10.10,3.22,925.30,782.90,28.00,0.54,0.40,1.18,38.46
321.40,0.00,127.90,182.50,11.50,3.58,870.10,779.70,28.00,0.57,0.41,1.12,37.27
139.70,163.90,127.70,236.70,5.80,4.15,868.60,655.60,28.00,1.69,0.55,1.32,35.23
288.40,121.00,0.00,177.40,7.00,2.43,907.90,829.50,28.00,0.62,0.43,1.09,42.14
298.20,0.00,107.00,209.70,11.10,3.72,879.60,744.20,28.00,0.70,0.52,1.18,31.88
264.50,111.00,86.50,195.50,5.90,2.23,832.60,790.40,28.00,0.74,0.42,1.05,41.54
159.80,250.00,0.00,168.40,12.20,7.63,1049.30,688.20,28.00,1.05,0.41,1.52,39.46
166.00,259.70,0.00,183.20,12.70,7.65,858.80,826.80,28.00,1.10,0.43,1.04,37.92
276.40,116.00,90.30,179.60,8.90,3.22,870.10,768.30,28.00,0.65,0.37,1.13,44.28
322.20,0.00,115.60,196.00,10.40,3.23,817.90,813.40,28.00,0.61,0.45,1.01,31.18
148.50,139.40,108.60,192.70,6.10,4.11,892.40,780.00,28.00,1.30,0.49,1.14,23.70
159.10,186.70,0.00,175.60,11.30,7.10,989.60,788.90,28.00,1.10,0.51,1.25,32.77
260.90,100.50,78.30,200.60,8.60,3.30,864.50,761.50,28.00,0.77,0.46,1.14,32.40
