mix_number,mix_mark,cement (kg/m3),eff_water (kg/m3)  ,NCA (kg/m3),RCA (kg/m3),"NFA,sand (kg/m3)",fly ash (kg/m3),silica fume (kg/m3),BFS (kg/m3) ,SP (kg/m3),Testing Age (day),CS fck (mpa),ref.,year,country
865,,537,220,782,138,693,0,0,0,0,3,30.61,Ismail and Ramli ,2013,Malaysia
866,,537,220,644,276,693,0,0,0,0,3,27.63,Ismail and Ramli ,2013,Malaysia
867,,537,220,506,414,693,0,0,0,0,3,30.97,Ismail and Ramli ,2013,Malaysia
868,,537,220,368,552,693,0,0,0,0,3,28.24,Ismail and Ramli ,2013,Malaysia
869,,537,220,782,138,693,0,0,0,0,3,31.08,Ismail and Ramli ,2013,Malaysia
870,,537,220,644,276,693,0,0,0,0,3,23.2,Ismail and Ramli ,2013,Malaysia
871,,537,220,506,414,693,0,0,0,0,3,31.76,Ismail and Ramli ,2013,Malaysia
872,,537,220,368,552,693,0,0,0,0,3,25.28,Ismail and Ramli ,2013,Malaysia
873,,537,220,782,138,693,0,0,0,0,7,32.75,Ismail and Ramli ,2013,Malaysia
874,,537,220,644,276,693,0,0,0,0,7,35.28,Ismail and Ramli ,2013,Malaysia
875,,537,220,506,414,693,0,0,0,0,7,35.05,Ismail and Ramli ,2013,Malaysia
876,,537,220,368,552,693,0,0,0,0,7,31.06,Ismail and Ramli ,2013,Malaysia
877,,537,220,782,138,693,0,0,0,0,7,32.79,Ismail and Ramli ,2013,Malaysia
878,,537,220,644,276,693,0,0,0,0,7,36.91,Ismail and Ramli ,2013,Malaysia
879,,537,220,506,414,693,0,0,0,0,7,34,Ismail and Ramli ,2013,Malaysia
880,,537,220,368,552,693,0,0,0,0,7,29.84,Ismail and Ramli ,2013,Malaysia
881,,537,220,782,138,693,0,0,0,0,7,35.09,Ismail and Ramli ,2013,Malaysia
882,,537,220,644,276,693,0,0,0,0,7,31.57,Ismail and Ramli ,2013,Malaysia
883,,537,220,506,414,693,0,0,0,0,7,33.08,Ismail and Ramli ,2013,Malaysia
884,,537,220,368,552,693,0,0,0,0,7,39.15,Ismail and Ramli ,2013,Malaysia
885,,537,220,782,138,693,0,0,0,0,7,38.52,Ismail and Ramli ,2013,Malaysia
886,,537,220,644,276,693,0,0,0,0,7,36.52,Ismail and Ramli ,2013,Malaysia
887,,537,220,506,414,693,0,0,0,0,7,37.81,Ismail and Ramli ,2013,Malaysia
888,,537,220,368,552,693,0,0,0,0,7,28.25,Ismail and Ramli ,2013,Malaysia
889,,537,220,782,138,693,0,0,0,0,7,32.75,Ismail and Ramli ,2013,Malaysia
890,,537,220,644,276,693,0,0,0,0,7,33.39,Ismail and Ramli ,2013,Malaysia
891,,537,220,506,414,693,0,0,0,0,7,29.2,Ismail and Ramli ,2013,Malaysia
892,,537,220,368,552,693,0,0,0,0,7,32.68,Ismail and Ramli ,2013,Malaysia
893,,537,220,782,138,693,0,0,0,0,7,35.51,Ismail and Ramli ,2013,Malaysia
894,,537,220,644,276,693,0,0,0,0,7,34.65,Ismail and Ramli ,2013,Malaysia
895,,537,220,506,414,693,0,0,0,0,7,35.71,Ismail and Ramli ,2013,Malaysia
896,,537,220,368,552,693,0,0,0,0,7,40.94,Ismail and Ramli ,2013,Malaysia
897,,537,220,782,138,693,0,0,0,0,7,34.1,Ismail and Ramli ,2013,Malaysia
898,,537,220,644,276,693,0,0,0,0,7,31.71,Ismail and Ramli ,2013,Malaysia
899,,537,220,506,414,693,0,0,0,0,7,37.08,Ismail and Ramli ,2013,Malaysia
900,,537,220,368,552,693,0,0,0,0,7,35.62,Ismail and Ramli ,2013,Malaysia
901,,537,220,782,138,693,0,0,0,0,7,28.53,Ismail and Ramli ,2013,Malaysia
902,,537,220,644,276,693,0,0,0,0,7,30.43,Ismail and Ramli ,2013,Malaysia
903,,537,220,506,414,693,0,0,0,0,7,34.09,Ismail and Ramli ,2013,Malaysia
904,,537,220,368,552,693,0,0,0,0,7,34.48,Ismail and Ramli ,2013,Malaysia
905,,537,220,782,138,693,0,0,0,0,7,30.72,Ismail and Ramli ,2013,Malaysia
906,,537,220,644,276,693,0,0,0,0,7,33.25,Ismail and Ramli ,2013,Malaysia
907,,537,220,506,414,693,0,0,0,0,7,31.43,Ismail and Ramli ,2013,Malaysia
908,,537,220,368,552,693,0,0,0,0,7,33.02,Ismail and Ramli ,2013,Malaysia
909,,537,220,782,138,693,0,0,0,0,7,30.86,Ismail and Ramli ,2013,Malaysia
910,,537,220,644,276,693,0,0,0,0,7,27.94,Ismail and Ramli ,2013,Malaysia
911,,537,220,506,414,693,0,0,0,0,7,29.21,Ismail and Ramli ,2013,Malaysia
912,,537,220,368,552,693,0,0,0,0,7,33.9,Ismail and Ramli ,2013,Malaysia
913,CC,350,168,936,0,864,0,0,0,3.5,28,41.3,Manzi et al. ,2013,Italy
914,RC1,350,168,455.82,419,299.72,0,0,0,4.2,28,51.4,Manzi et al. ,2013,Italy
915,RC2,350,168,0,1024,675,0,0,0,3.5,28,45.6,Manzi et al. ,2013,Italy
916,RC3,350,168,490.68,604,282.04,0,0,0,4.2,28,44.7,Manzi et al. ,2013,Italy
917,RC4,350,168,711.62,604,268.96,0,0,0,4.2,28,41.9,Manzi et al. ,2013,Italy
918,CC,350,168,936,0,864,0,0,0,3.5,7,36.7,Manzi et al. ,2013,Italy
919,RC1,350,168,455.82,419,299.72,0,0,0,4.2,7,44.9,Manzi et al. ,2013,Italy
920,RC2,350,168,0,1024,675,0,0,0,3.5,7,39.5,Manzi et al. ,2013,Italy
921,RC3,350,168,490.68,604,282.04,0,0,0,4.2,7,34.5,Manzi et al. ,2013,Italy
922,RC4,350,168,711.62,604,268.96,0,0,0,4.2,7,36.1,Manzi et al. ,2013,Italy
923,,413,206,0,987,606,0,0,0,0,28,53.13,Matias et al. ,2013,Portugal
924,,413,206,0,987,606,0,0,0,2.07,28,50.52,Matias et al. ,2013,Portugal
925,,413,206,0,987,606,0,0,0,1.98,28,49.48,Matias et al. ,2013,Portugal
926,,413,206,1073,0,606,0,0,0,0,28,54.17,Matias et al. ,2013,Portugal
927,,413,206,537,494,606,0,0,0,0,28,53.13,Matias et al. ,2013,Portugal
928,,413,206,537,494,606,0,0,0,2.07,28,53.13,Matias et al. ,2013,Portugal
929,,413,206,537,494,606,0,0,0,1.86,28,53.13,Matias et al. ,2013,Portugal
930,,413,206,805,245,606,0,0,0,0,28,54.17,Matias et al. ,2013,Portugal
931,,413,206,805,245,606,0,0,0,2.07,28,51.55,Matias et al. ,2013,Portugal
932,,413,206,805,245,606,0,0,0,1.73,28,50.52,Matias et al. ,2013,Portugal
933,,520,197.6,1040,0,577.2,0,0,0,0,28,54.1,Sheen et al. ,2013,Taiwan
934,,430,120.4,1040.6,0,653.6,0,0,0,0,28,38.3,Sheen et al. ,2013,Taiwan
935,,339,94.92,1040.73,0,728.85,0,0,0,0,28,32.9,Sheen et al. ,2013,Taiwan
936,,294,67.62,1040.76,0,767.34,0,0,0,0,28,33.2,Sheen et al. ,2013,Taiwan
937,,249,114.54,0,881.46,804.27,0,0,0,0,28,42.2,Sheen et al. ,2013,Taiwan
938,,520,176.8,0,904.8,577.2,0,0,0,0,28,31.3,Sheen et al. ,2013,Taiwan
939,,430,146.2,0,907.3,653.6,0,0,0,0,28,28.4,Sheen et al. ,2013,Taiwan
940,,339,94.92,0,905.13,728.85,0,0,0,0,28,28,Sheen et al. ,2013,Taiwan
941,,294,170.52,0,905.52,767.34,0,0,0,0,28,28.8,Sheen et al. ,2013,Taiwan
942,,249,107.07,0,906.36,804.27,0,0,0,0,28,26.5,Sheen et al. ,2013,Taiwan
943,,520,223.6,0,1066,577.2,0,0,0,0,28,23.3,Sheen et al. ,2013,Taiwan
944,,430,150.5,0,1066.4,653.6,0,0,0,0,28,21.6,Sheen et al. ,2013,Taiwan
945,,339,227.13,0,1064.46,728.85,0,0,0,0,28,23.6,Sheen et al. ,2013,Taiwan
946,,294,144.06,0,1067.22,767.34,0,0,0,0,28,21.6,Sheen et al. ,2013,Taiwan
947,,249,122.01,0,1065.72,804.27,0,0,0,0,28,18,Sheen et al. ,2013,Taiwan
948,,520,208,0,1066,577.2,0,0,0,0,28,18.8,Sheen et al. ,2013,Taiwan
949,,430,344,0,1066.4,653.6,0,0,0,0,28,17.3,Sheen et al. ,2013,Taiwan
950,,339,200.01,0,1064.46,728.85,0,0,0,0,28,16.1,Sheen et al. ,2013,Taiwan
951,,294,173.46,0,1067.22,767.34,0,0,0,0,28,13.4,Sheen et al. ,2013,Taiwan
952,,249,119.52,0,1065.72,804.27,0,0,0,0,28,13.9,Sheen et al. ,2013,Taiwan
953,,520,197.6,1040,0,577.2,0,0,0,0,7,45.9,Sheen et al. ,2013,Taiwan
954,,430,120.4,1040.6,0,653.6,0,0,0,0,7,34.2,Sheen et al. ,2013,Taiwan
955,,339,94.92,1040.73,0,728.85,0,0,0,0,7,22.5,Sheen et al. ,2013,Taiwan
956,,294,67.62,1040.76,0,767.34,0,0,0,0,7,18.1,Sheen et al. ,2013,Taiwan
957,,249,114.54,0,881.46,804.27,0,0,0,0,7,13.23,Sheen et al. ,2013,Taiwan
958,,520,176.8,0,904.8,577.2,0,0,0,0,7,33.7,Sheen et al. ,2013,Taiwan
959,,430,146.2,0,907.3,653.6,0,0,0,0,7,25,Sheen et al. ,2013,Taiwan
960,,339,94.92,0,905.13,728.85,0,0,0,0,7,20.4,Sheen et al. ,2013,Taiwan
961,,294,170.52,0,905.52,767.34,0,0,0,0,7,16.4,Sheen et al. ,2013,Taiwan
962,,249,107.07,0,906.36,804.27,0,0,0,0,7,11.5,Sheen et al. ,2013,Taiwan
963,,520,223.6,0,1066,577.2,0,0,0,0,7,30.1,Sheen et al. ,2013,Taiwan
964,,430,150.5,0,1066.4,653.6,0,0,0,0,7,21.1,Sheen et al. ,2013,Taiwan
965,,339,227.13,0,1064.46,728.85,0,0,0,0,7,18.4,Sheen et al. ,2013,Taiwan
966,,294,144.06,0,1067.22,767.34,0,0,0,0,7,14.2,Sheen et al. ,2013,Taiwan
967,,249,122.01,0,1065.72,804.27,0,0,0,0,7,9.9,Sheen et al. ,2013,Taiwan
968,,520,208,0,1066,577.2,0,0,0,0,7,29.2,Sheen et al. ,2013,Taiwan
969,,430,344,0,1066.4,653.6,0,0,0,0,7,20.7,Sheen et al. ,2013,Taiwan
970,,339,200.01,0,1064.46,728.85,0,0,0,0,7,17.4,Sheen et al. ,2013,Taiwan
971,,294,173.46,0,1067.22,767.34,0,0,0,0,7,14.4,Sheen et al. ,2013,Taiwan
972,,249,119.52,0,1065.72,804.27,0,0,0,0,7,10.4,Sheen et al. ,2013,Taiwan
973,,520,197.6,1040,0,577.2,0,0,0,0,56,56.7,Sheen et al. ,2013,Taiwan
974,,430,120.4,1040.6,0,653.6,0,0,0,0,56,44,Sheen et al. ,2013,Taiwan
975,,339,94.92,1040.73,0,728.85,0,0,0,0,56,29.2,Sheen et al. ,2013,Taiwan
976,,294,67.62,1040.76,0,767.34,0,0,0,0,56,24.6,Sheen et al. ,2013,Taiwan
977,,249,114.54,0,881.46,804.27,0,0,0,0,56,19.5,Sheen et al. ,2013,Taiwan
978,,430,146.2,0,907.3,653.6,0,0,0,0,56,33,Sheen et al. ,2013,Taiwan
979,,339,94.92,0,905.13,728.85,0,0,0,0,56,29,Sheen et al. ,2013,Taiwan
980,,294,170.52,0,905.52,767.34,0,0,0,0,56,24.1,Sheen et al. ,2013,Taiwan
981,,249,107.07,0,906.36,804.27,0,0,0,0,56,18.4,Sheen et al. ,2013,Taiwan
982,,339,227.13,0,1064.46,728.85,0,0,0,0,56,24.2,Sheen et al. ,2013,Taiwan
983,,294,144.06,0,1067.22,767.34,0,0,0,0,56,19.5,Sheen et al. ,2013,Taiwan
984,,249,122.01,0,1065.72,804.27,0,0,0,0,56,16.3,Sheen et al. ,2013,Taiwan
985,,520,208,0,1066,577.2,0,0,0,0,56,40.4,Sheen et al. ,2013,Taiwan
986,,430,344,0,1066.4,653.6,0,0,0,0,56,34.4,Sheen et al. ,2013,Taiwan
987,,339,200.01,0,1064.46,728.85,0,0,0,0,56,25.1,Sheen et al. ,2013,Taiwan
988,,294,173.46,0,1067.22,767.34,0,0,0,0,56,21.9,Sheen et al. ,2013,Taiwan
989,,249,119.52,0,1065.72,804.27,0,0,0,0,56,15.8,Sheen et al. ,2013,Taiwan
990,,380,159.6,1074.9,0,862.4,0,0,0,3.8,28,42.89,Ulloa et al. ,2013,Colombia
991,,380,193.8,0,864.7,934,0,0,0,6.46,28,32.37,Ulloa et al. ,2013,Colombia
992,,380,197.6,1074.9,0,862.4,0,0,0,3.8,28,36.6,Ulloa et al. ,2013,Colombia
993,,380,231.8,0,864.7,934,0,0,0,6.46,28,26.8,Ulloa et al. ,2013,Colombia
994,,380,167.2,1074.9,0,862.4,0,0,0,3.8,28,45.98,Ulloa et al. ,2013,Colombia
995,,380,193.8,0,864.7,934,0,0,0,6.46,28,37.84,Ulloa et al. ,2013,Colombia
996,,380,235.6,0,864.7,934,0,0,0,6.46,28,30.41,Ulloa et al. ,2013,Colombia
997,,380,155.8,840.9,210.2,818.5,0,0,0,4.56,28,47.53,Ulloa et al. ,2013,Colombia
998,,380,159.6,1074.9,0,862.4,0,0,0,3.8,28,46.49,Ulloa et al. ,2013,Colombia
999,,380,171,0,864.7,934,0,0,0,6.46,28,44.23,Ulloa et al. ,2013,Colombia
1000,,380,190,840.9,210.2,818.5,0,0,0,4.56,28,40.52,Ulloa et al. ,2013,Colombia
1001,,380,197.6,1074.9,0,862.4,0,0,0,3.8,28,40.72,Ulloa et al. ,2013,Colombia
1002,,380,205.2,0,864.7,934,0,0,0,6.46,28,38.87,Ulloa et al. ,2013,Colombia
1003,,380,159.6,840.9,210.2,818.5,0,0,0,4.56,28,49.59,Ulloa et al. ,2013,Colombia
1004,,380,163.4,1074.9,0,862.4,0,0,0,3.8,28,42.27,Ulloa et al. ,2013,Colombia
1005,,380,152,0,864.7,934,0,0,0,6.46,28,39.9,Ulloa et al. ,2013,Colombia
1006,,380,193.8,840.9,210.2,818.5,0,0,0,4.56,28,44.02,Ulloa et al. ,2013,Colombia
1007,,380,197.6,1074.9,0,862.4,0,0,0,3.8,28,36.49,Ulloa et al. ,2013,Colombia
1008,,380,190,0,864.7,934,0,0,0,6.46,28,32.37,Ulloa et al. ,2013,Colombia
1009,,380,159.6,840.9,210.2,818.5,0,0,0,4.56,28,50,Ulloa et al. ,2013,Colombia
1010,,380,159.6,1074.9,0,862.4,0,0,0,3.8,28,46.8,Ulloa et al. ,2013,Colombia
1011,,380,163.4,0,864.7,934,0,0,0,6.46,28,38.14,Ulloa et al. ,2013,Colombia
1012,,380,197.6,840.9,210.2,818.5,0,0,0,4.56,28,42.58,Ulloa et al. ,2013,Colombia
1013,,380,197.6,1074.9,0,862.4,0,0,0,3.8,28,37.94,Ulloa et al. ,2013,Colombia
1014,,380,212.8,0,864.7,934,0,0,0,6.46,28,32.16,Ulloa et al. ,2013,Colombia
1015,,380,159.6,1074.9,0,862.4,0,0,0,3.8,7,37.62,Ulloa et al. ,2013,Colombia
1016,,380,193.8,0,864.7,934,0,0,0,6.46,7,28.65,Ulloa et al. ,2013,Colombia
1017,,380,197.6,1074.9,0,862.4,0,0,0,3.8,7,30.5,Ulloa et al. ,2013,Colombia
1018,,380,231.8,0,864.7,934,0,0,0,6.46,7,23.11,Ulloa et al. ,2013,Colombia
1019,,380,167.2,1074.9,0,862.4,0,0,0,3.8,7,40.33,Ulloa et al. ,2013,Colombia
1020,,380,193.8,0,864.7,934,0,0,0,6.46,7,31.27,Ulloa et al. ,2013,Colombia
1021,,380,235.6,0,864.7,934,0,0,0,6.46,7,22.04,Ulloa et al. ,2013,Colombia
1022,,380,155.8,840.9,210.2,818.5,0,0,0,4.56,7,38.64,Ulloa et al. ,2013,Colombia
1023,,380,159.6,1074.9,0,862.4,0,0,0,3.8,7,37.8,Ulloa et al. ,2013,Colombia
1024,,380,171,0,864.7,934,0,0,0,6.46,7,35.38,Ulloa et al. ,2013,Colombia
1025,,380,190,840.9,210.2,818.5,0,0,0,4.56,7,32.67,Ulloa et al. ,2013,Colombia
1026,,380,197.6,1074.9,0,862.4,0,0,0,3.8,7,31.09,Ulloa et al. ,2013,Colombia
1027,,380,205.2,0,864.7,934,0,0,0,6.46,7,28.16,Ulloa et al. ,2013,Colombia
1028,,380,159.6,840.9,210.2,818.5,0,0,0,4.56,7,44.27,Ulloa et al. ,2013,Colombia
1029,,380,163.4,1074.9,0,862.4,0,0,0,3.8,7,39.5,Ulloa et al. ,2013,Colombia
1030,,380,152,0,864.7,934,0,0,0,6.46,7,32.97,Ulloa et al. ,2013,Colombia
1031,,380,193.8,840.9,210.2,818.5,0,0,0,4.56,7,37.31,Ulloa et al. ,2013,Colombia
1032,,380,197.6,1074.9,0,862.4,0,0,0,3.8,7,31.73,Ulloa et al. ,2013,Colombia
1033,,380,190,0,864.7,934,0,0,0,6.46,7,28.4,Ulloa et al. ,2013,Colombia
1034,,380,159.6,840.9,210.2,818.5,0,0,0,4.56,7,42.74,Ulloa et al. ,2013,Colombia
1035,,380,159.6,1074.9,0,862.4,0,0,0,3.8,7,38.68,Ulloa et al. ,2013,Colombia
1036,,380,163.4,0,864.7,934,0,0,0,6.46,7,31.01,Ulloa et al. ,2013,Colombia
1037,,380,197.6,840.9,210.2,818.5,0,0,0,4.56,7,36.08,Ulloa et al. ,2013,Colombia
1038,,380,197.6,1074.9,0,862.4,0,0,0,3.8,7,31.62,Ulloa et al. ,2013,Colombia
1039,,380,212.8,0,864.7,934,0,0,0,6.46,7,26.36,Ulloa et al. ,2013,Colombia
1040,,340,159.8,1275,0,556,0,0,0,0,28,51.06,Younis and Pilakoutas ,2013,UK
1041,,340,159.8,1020,238,556,0,0,0,0,28,42.37,Younis and Pilakoutas ,2013,UK
1042,,340,159.8,638,596,556,0,0,0,0,28,38.39,Younis and Pilakoutas ,2013,UK
1043,,340,159.8,319,894,556,0,0,0,0,28,37.29,Younis and Pilakoutas ,2013,UK
1044,,340,159.8,0,1192,556,0,0,0,0,28,35.25,Younis and Pilakoutas ,2013,UK
1045,,340,159.8,1275,0,556,0,0,0,0,7,36.95,Younis and Pilakoutas ,2013,UK
1046,,340,159.8,1020,238,556,0,0,0,0,7,35.51,Younis and Pilakoutas ,2013,UK
1047,,340,159.8,638,596,556,0,0,0,0,7,32.12,Younis and Pilakoutas ,2013,UK
1048,,340,159.8,319,894,556,0,0,0,0,7,31.78,Younis and Pilakoutas ,2013,UK
1049,,340,159.8,0,1192,556,0,0,0,0,7,30,Younis and Pilakoutas ,2013,UK
1050,RF,330,165,1120,0,740,0,0,0,2.6,7,36.08,Corinaldesi,2012,Italy
1051,RF+FA,330,165,1120,0,665,66,0,0,3.2,7,39.03,Corinaldesi,2012,Italy
1052,Re-10%,330,165,900,165,740,0,0,0,2.6,7,36.67,Corinaldesi,2012,Italy
1053,Re-20%,330,165,747,330,740,0,0,0,2.6,7,27.88,Corinaldesi,2012,Italy
1054,Re-30%,330,165,560,490,740,0,0,0,2.6,7,31.81,Corinaldesi,2012,Italy
1055,Re-30%+FA,330,165,560,490,665,66,0,0,3.2,7,31.96,Corinaldesi,2012,Italy
1056,RF,330,165,1120,0,740,0,0,0,2.6,28,37.13,Corinaldesi,2012,Italy
1057,RF+FA,330,165,1120,0,665,66,0,0,3.2,28,49.08,Corinaldesi,2012,Italy
1058,Re-10%,330,165,900,165,740,0,0,0,2.6,28,38.7,Corinaldesi,2012,Italy
1059,Re-20%,330,165,747,330,740,0,0,0,2.6,28,31.8,Corinaldesi,2012,Italy
1060,Re-30%,330,165,560,490,740,0,0,0,2.6,28,32.58,Corinaldesi,2012,Italy
1061,Re-30%+FA,330,165,560,490,665,66,0,0,3.2,28,36.03,Corinaldesi,2012,Italy
1062,RF,330,165,1120,0,740,0,0,0,2.6,56,37.38,Corinaldesi,2012,Italy
1063,RF+FA,330,165,1120,0,665,66,0,0,3.2,56,53.28,Corinaldesi,2012,Italy
1064,Re-10%,330,165,900,165,740,0,0,0,2.6,56,41.47,Corinaldesi,2012,Italy
1065,Re-20%,330,165,747,330,740,0,0,0,2.6,56,35.5,Corinaldesi,2012,Italy
1066,Re-30%,330,165,560,490,740,0,0,0,2.6,56,34.25,Corinaldesi,2012,Italy
1067,Re-30%+FA,330,165,560,490,665,66,0,0,3.2,56,39.26,Corinaldesi,2012,Italy
1068,,444.44,213.31,994.55,0,766.17,0,0,0,0,28,30.15,Corral et al.,2012,Mexico
1069,,444.44,213.31,0,870.58,915.35,0,0,0,0,28,26.36,Corral et al.,2012,Mexico
1070,,311.11,213.31,0,870.58,915.35,133.33,0,0,0,28,17.93,Corral et al.,2012,Mexico
1071,,400,213.31,0,870.58,915.35,0,44.44,0,0,28,38.23,Corral et al.,2012,Mexico
1072,,444.44,213.31,994.55,0,766.17,0,0,0,0,90,34.19,Corral et al.,2012,Mexico
1073,,444.44,213.31,0,870.58,915.35,0,0,0,0,90,29.23,Corral et al.,2012,Mexico
1074,,311.11,213.31,0,870.58,915.35,133.33,0,0,0,90,21.92,Corral et al.,2012,Mexico
1075,,400,213.31,0,870.58,915.35,0,44.44,0,0,90,42.08,Corral et al.,2012,Mexico
1076,,275,180,1260,0,625,0,0,0,0,28,21,Limbachiya et al. ,2012,UK
1077,,275,180,882,378,625,0,0,0,0,28,20,Limbachiya et al. ,2012,UK
1078,,295,180,635,635,595,0,0,0,0,28,19.09,Limbachiya et al. ,2012,UK
1079,,310,180,0,1240,610,0,0,0,0,28,19,Limbachiya et al. ,2012,UK
1080,,330,180,1245,0,585,0,0,0,0,28,26.22,Limbachiya et al. ,2012,UK
1081,,330,180,872,373,585,0,0,0,0,28,27.7,Limbachiya et al. ,2012,UK
1082,,355,180,623,623,560,0,0,0,0,28,28.75,Limbachiya et al. ,2012,UK
1083,,372,180,0,1252,536,0,0,0,0,28,22.62,Limbachiya et al. ,2012,UK
1084,,261,180,1234,0,636,0,29,0,0,28,31.5,Limbachiya et al. ,2012,UK
1085,,261,180,864,370,636,0,29,0,0,28,31.93,Limbachiya et al. ,2012,UK
1086,,279,180,629,629,592,0,31,0,0,28,30.87,Limbachiya et al. ,2012,UK
1087,,318,180,0,1247,560,0,35,0,0,28,31.08,Limbachiya et al. ,2012,UK
1088,,355,180,1245,0,560,0,0,0,0,28,31.92,Limbachiya et al. ,2012,UK
1089,,355,180,872,373,560,0,0,0,0,28,26.85,Limbachiya et al. ,2012,UK
1090,,385,180,613,613,550,0,0,0,0,28,33.7,Limbachiya et al. ,2012,UK
1091,,409,180,0,1226,525,0,0,0,0,28,30,Limbachiya et al. ,2012,UK
1092,,279,180,1258,0,592,0,31,0,0,28,39,Limbachiya et al. ,2012,UK
1093,,279,180,881,377,592,0,31,0,0,28,36.99,Limbachiya et al. ,2012,UK
1094,,300,180,626,626,575,0,33,0,0,28,34.52,Limbachiya et al. ,2012,UK
1095,,338,180,0,1241,544,0,37,0,0,28,34.25,Limbachiya et al. ,2012,UK
1096,,375,180,1241,0,544,0,0,0,0,28,33,Limbachiya et al. ,2012,UK
1097,,375,180,869,372,544,0,0,0,0,28,39,Limbachiya et al. ,2012,UK
1098,,405,180,624,624,508,0,0,0,0,28,31,Limbachiya et al. ,2012,UK
1099,,426,180,0,1241,494,0,0,0,0,28,34,Limbachiya et al. ,2012,UK
1100,,275,180,1260,0,625,0,0,0,0,3,14.04,Limbachiya et al. ,2012,UK
1101,,275,180,882,378,625,0,0,0,0,3,14.04,Limbachiya et al. ,2012,UK
1102,,295,180,635,635,595,0,0,0,0,3,13.25,Limbachiya et al. ,2012,UK
1103,,310,180,0,1240,610,0,0,0,0,3,15.68,Limbachiya et al. ,2012,UK
1104,,275,180,1260,0,625,0,0,0,0,7,17,Limbachiya et al. ,2012,UK
1105,,275,180,882,378,625,0,0,0,0,7,16.6,Limbachiya et al. ,2012,UK
1106,,295,180,635,635,595,0,0,0,0,7,15.97,Limbachiya et al. ,2012,UK
1107,,310,180,0,1240,610,0,0,0,0,7,17.3,Limbachiya et al. ,2012,UK
1108,,275,180,1260,0,625,0,0,0,0,56,21.74,Limbachiya et al. ,2012,UK
1109,,275,180,882,378,625,0,0,0,0,56,21.19,Limbachiya et al. ,2012,UK
1110,,295,180,635,635,595,0,0,0,0,56,21.58,Limbachiya et al. ,2012,UK
1111,,310,180,0,1240,610,0,0,0,0,56,20.79,Limbachiya et al. ,2012,UK
1112,,330,180,1245,0,585,0,0,0,0,56,29.6,Limbachiya et al. ,2012,UK
1113,,330,180,872,373,585,0,0,0,0,56,31.08,Limbachiya et al. ,2012,UK
1114,,355,180,623,623,560,0,0,0,0,56,32.14,Limbachiya et al. ,2012,UK
1115,,372,180,0,1252,536,0,0,0,0,56,25.69,Limbachiya et al. ,2012,UK
1116,,261,180,1234,0,636,0,29,0,0,56,37,Limbachiya et al. ,2012,UK
1117,,261,180,864,370,636,0,29,0,0,56,35.52,Limbachiya et al. ,2012,UK
1118,,279,180,629,629,592,0,31,0,0,56,34.25,Limbachiya et al. ,2012,UK
1119,,318,180,0,1247,560,0,35,0,0,56,35.1,Limbachiya et al. ,2012,UK
1120,,355,180,1245,0,560,0,0,0,0,56,35.35,Limbachiya et al. ,2012,UK
1121,,355,180,872,373,560,0,0,0,0,56,29.32,Limbachiya et al. ,2012,UK
1122,,385,180,613,613,550,0,0,0,0,56,38.09,Limbachiya et al. ,2012,UK
1123,,279,180,1258,0,592,0,31,0,0,56,48.81,Limbachiya et al. ,2012,UK
1124,,279,180,881,377,592,0,31,0,0,56,38.77,Limbachiya et al. ,2012,UK
1125,,300,180,626,626,575,0,33,0,0,56,39.18,Limbachiya et al. ,2012,UK
1126,,338,180,0,1241,544,0,37,0,0,56,40.83,Limbachiya et al. ,2012,UK
1127,,275,180,1260,0,625,0,0,0,0,90,24.23,Limbachiya et al. ,2012,UK
1128,,275,180,882,378,625,0,0,0,0,90,23.52,Limbachiya et al. ,2012,UK
1129,,295,180,635,635,595,0,0,0,0,90,24.06,Limbachiya et al. ,2012,UK
1130,,310,180,0,1240,610,0,0,0,0,90,22.33,Limbachiya et al. ,2012,UK
1131,,330,180,1245,0,585,0,0,0,0,90,31.82,Limbachiya et al. ,2012,UK
1132,,330,180,872,373,585,0,0,0,0,90,33.19,Limbachiya et al. ,2012,UK
1133,,355,180,623,623,560,0,0,0,0,90,34.67,Limbachiya et al. ,2012,UK
1134,,372,180,0,1252,536,0,0,0,0,90,27.38,Limbachiya et al. ,2012,UK
1135,,261,180,1234,0,636,0,29,0,0,90,39.96,Limbachiya et al. ,2012,UK
1136,,261,180,864,370,636,0,29,0,0,90,39.96,Limbachiya et al. ,2012,UK
1137,,279,180,629,629,592,0,31,0,0,90,35.94,Limbachiya et al. ,2012,UK
1138,,318,180,0,1247,560,0,35,0,0,90,36.79,Limbachiya et al. ,2012,UK
1139,,355,180,1245,0,560,0,0,0,0,90,37.26,Limbachiya et al. ,2012,UK
1140,,355,180,872,373,560,0,0,0,0,90,30.96,Limbachiya et al. ,2012,UK
1141,,385,180,613,613,550,0,0,0,0,90,40.69,Limbachiya et al. ,2012,UK
1142,,279,180,1258,0,592,0,31,0,0,90,50.52,Limbachiya et al. ,2012,UK
1143,,279,180,881,377,592,0,31,0,0,90,39.73,Limbachiya et al. ,2012,UK
1144,,300,180,626,626,575,0,33,0,0,90,39.73,Limbachiya et al. ,2012,UK
1145,,338,180,0,1241,544,0,37,0,0,90,40.42,Limbachiya et al. ,2012,UK
1146,,215,160,1311,0,589,90,0,0,0,3,8.74,Limbachiya et al. b,2012,UK
1147,,215,160,918,393,589,90,0,0,0,3,10.43,Limbachiya et al. b,2012,UK
